tweet_id_customer,text_customer,tweet_id_uber,text_uber
1948378,"@115873 1st time uber user.  I'm trying to schedule a ride but keep getting an ""Error There was an error processing your request.""",1948377,"@578880 Sorry about this, Lance. Let's take a closer look. DM the email address to your Uber account so we can connect. https://t.co/sd7yH5jmbJ"
1948652,@Uber_Support Where am supposed to put the note? Its just an faq?,1948651,@578950 Sorry to hear about the inconvenience. Can you please send us a DM with your email address? From there we'll be able to assist further.
1948654,"@Uber_Support hi guys, I've signed up for a new account and have a promo code, when I entered it it sends and email link that doesn't work",1948653,"@578950 We'll be glad to link into this, Simon. Please send us a note at https://t.co/L2aXwAc0Tb so we can connect."
1948675,@Uber_Support I've connected enough.  Don't want to go through the pain again.,1948674,"@578954 We would like to look into this further for you, Namit. Please DM use your Uber account email so we can take a look. https://t.co/sd7yH5jmbJ"
1948677,@Uber_Support @119983 @115873 Customer service is the king and uber doesn't even care a jack about customers! ¡Que horror!,1948676,@578954 We're sorry to hear this was your experience. Can you send us a DM with your email address so we can connect?
1948728,@Uber_Support I get this when I hit add a tip https://t.co/nOfHqD7OmW,1948729,"@578962 If you can't do this through the app, you may tip on a past trip on the https://t.co/K9QeDZ409D website, and from your emailed trip receipt."
1948727,@Uber_Support I forgot to hit the tip button is there a way I can tip my driver?,1948725,"@578962 Happy to help, Adam, yes you can! You have the option to add a tip on the trip reciept, or when selecting the trip from your history in app."
1948786,"@Uber_Support Thanks but I think it's diverting to wrong link, I want to purchase UBERPASS and not return, pls help point correct contact",1948785,"@475760 Find out more info here; https://t.co/3h8wdQ4EJK. If you'd like, you can also DM us with your email address so we can assist!"
1948788,"@Uber_Support @115873 Hi, I am interested in having uberPASS on my account, I have used it earlier bt not it's nt thr, is there way can buy it",1948787,@475760 Here to help. Send us a note at https://t.co/HFF7oDKLMz so our team can connect.
1948931,@Uber_Support Can someone contact my husband via his cell at 321-848-8332?,1948930,"@579003 Hey there, Angela. Sorry to about the trouble with your lost phone. Check out https://t.co/rOtqyWzf0B and follow the instructions provided."
1949033,@Uber_Support Nobody is replying to me. That's why I am tweeting contact me 9831613991,1949032,"@441448 In an effort to enhance your support experience, and to avoid confusion we'll be following up any further questions through in-app support."
1381055,@115873 Could you ask your customer care executive to contact me.,1949034,"@441448 A member of our team has been in touch via email, so please check your inbox and follow up there directly."
1949110,Just got my frd registered to Uber disabled it in 3 mins.. what the fuck is this @115873 @Uber_Support,1949109,"@579036 Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via https://t.co/Md7v036OoC"
1949137,@Uber_Support someone called me saying i got $300 driver power bonus. I feel like its fake. I reset my password. just making sure i'm safe,1949136,"@579043 Here to help, Josh! Please reach out to https://t.co/FF2YGTGjuA and fill out the 4 boxes at the bottom so we can get in touch."
1949139,@Uber_Support You really didn’t answer my question. Does the USA app work in the Philippines?,1949141,"@182289 The app will work the same wherever Uber is available, Steve! Use the link provided earlier to verify coverage area where you'll be staying."
1949140,@115873 I live in Ohio. Will the same Uber app work in the Philippines? Does Uber operate the same way there as it does here?,1949138,@182289 You can check out our coverage areas at https://t.co/871NLiSuA8. We're expanding quickly so stay tuned if your city isn't there!
1949305,@Uber_Support also i love that that link takes you to a list of the problems YOU find acceptable to complain about rather than just a generally shit ride,1949304,"@579093 Let's take a closer look at your account. Please DM us with the email address linked to your Uber account, so we can connect."
1949308,@115873 if i’m gonna wait that long just to make it more efficient w more ppl then whats difference between u and pub transit at that point?,1949306,@579093 Here to help. Send us a note at https://t.co/QDn91HzZV0 so our team can connect.
1949502,@115873 buddy left his phone in an Uber and can't contact the dude because it won't show him a phone number,1949501,"@579117 Sorry for the mix up! Due to our privacy policy,we will have to speak directly to the account holder. Kindly contact https://t.co/rOtqyWzf0B"
1949502,@115873 buddy left his phone in an Uber and can't contact the dude because it won't show him a phone number,1949503,@579117 Here to help. Send us a note at https://t.co/rOtqyWzf0B so our team can connect.
1949533,@115877 hello Jonathon. Alice didn't get her chicken select meal can you help please as she's being really annoying,1949532,"@579126 Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via https://t.co/nFTc4ODH3P."
1949568,@Uber_Support I've replied that not received the money. how many times u need reply on the same issue. why not solving the matter,1949570,"@579136 Hello, Tamal. Our team has followed up with you via email regarding this matter."
1949571,"@Uber_Support it seems tweeting works, just now received the money. You know 42 bucks doesn't matter but learn respecting customer.",1949572,"@579136 We apologize for the delay, Tamal. If you ever have any other questions or concerns, please feel free to reach back out to us at any time."
1949569,"@Uber_Support my only concern is not received the money, what I'll do with their response. I need my money back that's all",1949567,"@579136 Thanks for following up, Tamal. We can see that a member of our team has followed up with your inquiry and is awaiting your response."
1949574,@Uber_Support __email__,1949573,@579136 Hello Tamal! Our team has recently responded via email. Please reply there if you have additional questions.
1949576,@Uber_Support I'm repeatedly complaining about refund &amp; ur also accepting refund but not returning my money.,1949575,@579136 We can definitely take a look! Send us a DM with your email address and details so we can follow up.
1240205,@Uber_Support Should i lodge police complaint for this cheating . As per record driver name is Govardhan Reddy .,1949601,"@366976 At this moment, we don't offer phone support for these issues. Send us a DM with your email address and more details so we can follow up."
1949712,@Uber_Support Friend left her phone in taxi last night and driver is not answering,1949711,"@579161 Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via https://t.co/rOtqyWzf0B ."
1949948,@Uber_Support I don’t know how you all run your costumer support because my issue has yet to be resolved because I’m still being OVERCHARGED from the originally offered price,1949947,@579214 Hello! Thanks for your patience. Please check your DM ( direct messages) for our reply.
